EA43861EA611155A1                              1                              1                              1                              1                              1                              1                              BEB15-Dec-1996
EA43965EA622322A1                              1                              1                              3CHILD MAKING UP STORIES       2WAS NOT CONSISTENT            2INCONSISTENT RESPONSES        2CHANGED RESPONSES SIGNIFICANTLJBH15-Oct-1996
EA43976EA621155C1                              1                              1                              1                              1                              1                              1                              SLG15-Oct-1996
EA44009EA612155C1                              1                              1                              1                              1                              1                              1                              BAR15-Nov-1995
EA44025EA643333A1                              1                              3CHILD ANSWERED NONSENSICALLY  1                              2                              1                              1                              JBH15-Nov-1996
EA44033EA611155C1                              1                              1                              1                              1                              1                              1                              MRS15-Jul-1996
EA44040EA611155A1                              1                              1                              1                              1                              1                              1                              FDP15-Apr-1996
EA44061EA623244A1                              1                              1                              1                              1                              1                              1                              JBH15-May-1996
EA44072EA611145A1                              1                              1                              1                              1                              1                              1                              NLG15-Jul-1996
EA44086EA611243A1                              1                              1                              3SHE MADE STUFF UP             1                              1                              2WOULD ONLY ANSWER A LOT       JBH15-Apr-1996
EA44094EA633222B1                              1                              1                              2CHANGED MIND OFTEN,LAUGHED    1                              2NOT PAYING ATTENTION OR LISTEN1                              BEB15-Jun-1996
EA44126EA611145A1                              1                              1                              1                              1                              1                              1                              NLG15-Feb-1996
EA44144EA612254B1                              1                              1                              1                              1                              1                              1                              LOT15-Jan-1996
EA44160EA611145A1                              1                              1                              1                              1                              1                              1                              NLG15-Feb-1996
EA44187EA621144A1                              1                              1                              1                              1                              1                              1                              JAS15-Dec-1996
EA44221EA611155C1                              1                              1                              1                              1                              1                              1                              MRS15-Jul-1996
EA44237EA622134A1                              1                              1                              2                              2ALWAYS PICKED BOY LOOKED HAPPY2ALWAYS PICKED BOY LOOKED HAPPY2NOT FINISHED,MOM HAD TO LEAVE JAS15-Apr-1997
EA44249EA622233A2ALWAYS PICKED HAPPY CHILD     1                              1                              2SAID THINGS MOM SAID NOT TRUE 2ALWAYS PICKED HAPPY CHILD     2SOME DISCREPANCIES            1                              CET15-Jun-1997
EA44254EA632231A2                              1                              2VERY UNCOOPERATIVE,DEFIANT    2EXAGGERATES                   1                              3EXTREMELY CONTRADICTORY       1                              JAS15-Jan-1997
EA44282EA611133A1                              2NOT SURE IF CHILD IS LISTENING2LACKS ATTENTION AND CONCENTRAT2NOT SURE IF CHILD IS LISTENING2LACKS ATTENTION AND CONCENTRAT2NOT SURE IF CHILD IS LISTENING2LACKS ATTENTION AND CONCENTRATJBH15-May-1996
EA44298EA624345C1                              1                              1                              1                              1                              1                              1                              BEB15-Jan-1997
EA44302EA611155A1                              1                              1                              1                              1                              1                              1                              SMB15-Aug-1997
EA44347EA611144A2MISUNDERSTOOD SOME OF THE QUES2EFFORT WAS POOR               1                              1                              1                              1                              1                              JAS15-Feb-1997
EA44351EA611155A2                              1                              2                              1                              2                              3                              1                              FP 15-Mar-1996
EA44368EA611143A2HAD TO KEEP REDIRECTING CHILD 2BEHAVED OPPOSITIONALLY        1                              1                              2HAD TO REDIRECT HIS ATTENTION 2ATTITUDE THAT HE DID NOT CARE 2FOCUSED ON LEAVING TESTING    NLG15-Mar-1996
EA44379EA613 54B1                              1                              1                              1                              1                              1                              1                              LOT15-Dec-1995
EA44396EA615143C1                              1                              2MOM PRESENT                   1                              1                              2                              4MOM PRESENT                   SLG15-Nov-1996
EA44404EA611254A1                              1                              1                              1                              1                              1                              1                              SLG15-Nov-1996
EA44412EA612155B1                              1                              1                              1                              1                              1                              1                              JBH15-Oct-1996
EA44515EA632332A1                              1                              2WAS BARELY RESPONDING,WHISPERI2NOT LISTENING,OUT OF SEAT     1                              1                              1                              BEB15-Aug-1996
EA45034EA611155A1                              1                              1                              1                              1                              1                              1                              MB 15-Dec-1995
EA45041EA611145A1                              1                              1                              1                              1                              1                              1                              NLG15-Jan-1996
EA45062EA631255A1                              1                              1                              1                              1                              1                              1                              LT 15-Nov-1995
EA45085EA611144C1                              1                              1                              1                              1                              1                              1                              NLG15-Jun-1996
EA45248EA611155A1                              1                              1                              1                              1                              1                              1                              NLG15-Mar-1996
EA45303EA611135C1                              1                              1                                                                                                                                                          NLG15-Feb-1996
EA45311EA611155C1                              1                              1                              1                              1                              1                              1                              MRS15-Aug-1996
EA45346EA622243B1                              2WAS UNCOOPERATIVE W/EXAMINER  1                              1                              1                              1                              1                              CET15-Dec-1996
EA45352EA623332B1                              1                              1                              2WOULD CHANGE MIND, DISCREPANT 1                              1                              2WHEN QUESTIONED, CHANGED ANSWEBEB15-Mar-1996
EA45378EA611155C1                              1                              1                              1                              1                              1                              1                              NLG15-Jun-1996
EA45380EA615142B1                              2HAD POTENTIAL BUT REFUSED SOME3TIRED AND NOT COOPERATIVE     1                              1                              1                              1                              BAR15-Nov-1995
EA45395EA611123A1                              1                              1                              1                              1                              1                              1                              BEB15-Sep-1996
EA45413EA611145A1                              1                              1                              1                              1                              1                              1                              SLG15-Nov-1996
EA45437EA622232C1                              1                              1                              1                              1                              1                              1                              BEB15-Nov-1996
EA45476EA632145C1                              1                              1                              1                              1                              1                              1                              BEB15-Oct-1996
EA45498EA611155B1                              1                              1                              1                              1                              1                              1                              BEB15-Apr-1996
EA45506EA622245A1                              1                              1                              1                              1                              1                              1                              BEB15-Sep-1996
EA45527EA621143A1                              1                              1                              1                              2                              2                              2                              JAS15-May-1997
EA45531EA622234A1                              1                              1                              2CHILD AND MOM REPORTED DIFFERE1                              1                              1                              CET15-Jan-1997
EA45555EA622244A1                              1                              1                              1                              1                              1                              1                              BEB15-Dec-1996
EA45588EA621222A1                              1                              1                              1                              1                              1                              1                              CET15-May-1997
EA45607EA611155A1                              1                              1                              1                              1                              1                              1                              JAS15-May-1997
EA45628EA633344B1                              1                              1                              1                              1                              1                              1                              BEB15-Sep-1996
EA45630EA622155A1                              1                              1                              1                              1                              1                              1                              JBH15-May-1996
EA45642EA622233A1                              1                              1                              2SEEMS TO EXAGGERATE           1                              1                              2MOM IS INCARCERATED           JBH15-Apr-1996
EA45663EA613155C                                                                                                                                                                                                                         SLA15-Jul-1996
EA45674EA621145A1                              1                              1                              1                              1                              2SEEMED TO PICK RANDOMLY SOME  1                              JAS15-Jan-1997
EA45689EA611144C1                              1                              1                              1                              1                              1                              1                              BEB15-Jan-1998
EA45702EA632344C1                              1                              1                              1                              1                              1                              1                              BEB15-Jan-1997
EA45747EA611144C2ANSWERED ALL ITEMS THE SAME   1                              1                              1                              1                              1                              1                              MRS15-Jul-1996
EA45751EA622243C1                              1                              1                              1                              1                              1                              1                              BEB15-Sep-1996
EA45768EA611154D1                              1                              2WANTED TO END, SO NO ELABORATE2NOT PAYING ATTENTION, INTERRUP1                              1                              1                              SLA15-Aug-1996
EA45796EA611155A1                              1                              1                              1                              1                              1                              1                              SLA15-Aug-1996
EA45804EA653244A1                              1                              1                              1                              1                              1                              1                              JBH15-Oct-1996
EA45812EA622243A1                              1                              1                              1                              1                              1                              1                              BEB15-Aug-1997
EA45845EA611154A1                              1                              1                              1                              1                              1                              1                              JAS15-May-1997
EA45881EA611144C1                              1                              1                              1                              1                              1                              1                              BEB15-Nov-1996
EA45918EA612144C1                              1                              1                              2CHANGED ANSWERS               1                              2                              1                              SLG15-Oct-1996
EA45932EA622244A1                              1                              1                              1                              1                              1                              1                              CET15-Feb-1997
EA45987EA622255A1                              1                              1                              1                              1                              1                              1                              BEB15-Dec-1997
EA45993EA633344A1                              1                              1                              1                              1                              1                              1                              JBH15-Dec-1996
MW00136MW622255A1                              1                              1                              1                              1                              1                              1                              EW 15-Jun-2001
MW00169MW611145A1                              1                              1                              1                              1                              1                              1                              RLH15-Mar-2000
MW00175MW611245A1                              1                              1                              1                              1                              1                              1                              MMC15-Jul-1998
MW00217MW611155A1                              1                              1                              1                              1                              1                              1                              JBH15-Feb-1998
MW00272MW611155A1                              1                              1                              1                              1                              1                              1                              MRP15-Jun-1998
MW00286MW611155A1                              1                              1                              1                              1                              1                              1                              JBH15-Mar-1998
MW00306MW611254A1                              1                              1                              2CHILD WAS INCONSISTENT W/#7&181                              2INCONSISTENT RESPONSES        1                              JBH15-May-1998
MW00327MW611135A1                              1                              2RESEARCHER GAVE NO REASON     1                              1                              1                              3CHILD DID NOT UNDERSTAND Q.   MRP15-Apr-1998
MW00331MW622355A1                              1                              1                              1                              1                              1                              1                              MRP15-Apr-1998
MW00355MW611155A1                              1                              1                              1                              1                              1                              1                              HLA15-Jun-1998
MW00364MW611144A1                              1                              1                              3AFTER ADMINISTRATION WHEN Q   1                              2SEEMED TO CHOOSE ANSWERS RANDO1                              CAK15-Mar-2000
MW00370MW611143A1                              2CHILD VERY FRUSTRATED         2GAVE UP TOO QUICKLY, NOT WILLI3JUST PICKING NUMBERS AT RANDOM1                              1                              1                              RLH15-Jun-2000
MW00388MW612144A1                              1                              1                              3CHILD LIVES IN PUBLIC HOUSING 1                              1                              1                              MMC15-Jun-1999
MW00392MW644345A1                              1                              1                              1                              1                              1                              1                              CAK15-Sep-1999
MW00408MW611155A1                              1                              1                              2RESEARCHER DID NOT MENTION    1                              1                              1                              MRP15-Apr-1998
MW00416MW622243A1                              1                              2RESEARCHER GAVE NO REASON     2RESEARCHER GAVE NO REASON     1                              2RESEARCHER GAVE NO REASON     1                              JBH15-May-1998
MW00429MW611111A1                              1                              1                              1                              1                              1                              1                              CAK15-Feb-2000
MW00434MW633323A1                              2                              1                              2                              2                              2                              1                              HLA15-May-1998
MW00457MW621153A1                              1                              1                              1                              1                              1                              1                              JBH15-Jun-1998
MW00462MW611155A1                              1                              1                              1                              1                              1                              1                              HLA15-May-1998
MW00473MW611244A1                              1                              1                              2WAS HARD TO TELL IF TELLING   1                              1                              1                              MRP15-Apr-1998
MW00485MW622234A1                              1                              1                              2NOT SURE IF CHILD WAS TRUTHFUL1                              1                              1                              MRP15-Apr-1998
MW00503MW611155A1                              3HAVING COUGHING SPELLS D. TEST1                              1                              1                              1                              1                              PMD15-Jun-2000
MW00511MW611143B1                              1                              1                              1                              1                              1                              1                              EW 15-Dec-2000
MW00524MW611145B1                              1                              1                              2WHEN Q MANY WERE BASED ON TV  1                              1                              1                              RLH15-Jun-2000
MW00539MW612155C1                              1                              1                              1                              1                              1                              1                              JBH15-Mar-1998
MW00546MW611155A1                              1                              1                              1                              1                              1                              1                              JBG15-Jan-1999
MW00552MW622155A1                              1                              1                              1                              1                              1                              1                              KS 15-Dec-1999
MW00580MW611155A1                              1                              1                              1                              1                              1                              1                              JBH15-Apr-1998
MW00595MW611155A1                              1                              1                              1                              1                              1                              1                              MRP15-Mar-1998
MW00612MW611155B1                              1                              1                              1                              1                              1                              1                              KS 15-Sep-1999
MW00638MW634155A1                              1                              1                              1                              1                              1                              1                              MRP15-May-1998
MW00645MW611155A1                              1                              1                              1                              1                              1                              1                              KS 15-Sep-1999
MW00677MW611154A1                              1                              1                              1                              1                              1                              1                              JBH15-Mar-1998
MW00699MW633244A1                              1                              1                              1                              1                              1                              1                              JBH15-Mar-1998
MW00718MW632244A1                              1                              2 NO RESPONSE FOR MOST ITEMS   1                              1                              1                              1                              JBH15-Feb-1998
MW00726MW622234A1                              1                              1                              1                              1                              2INTERVIEWER GAVE NO COMMENTS  1                              JBH15-Apr-1998
MW00732MW611144A1                              1                              1                              1                              2CHILD BECAME QUITE DEPRESSED  2SAME AS PCS                   2SAME AS PCS                   MMC15-Aug-1998
MW00744MW643322A2SHOWED SOME UNDERSTANDING     1                              1                              3NO UNDERSTANDING OF REAL OR TV2COULD NOT UNDERSTAND          3RESPONSES APPEARED ARBITRARY  3COULD NOT UNDERSTAND          PMD15-Jul-2000
MW00771MW611155A1                              1                              1                              1                              1                              1                              1                              KS 15-Oct-1999
MW00807MW622255A1                              2CHILD BECAME DISINTERESTED    1                              1                              2CHILD KEP CHOOSING BIG CIRCLE 1                              1                              FJN15-Sep-2000
MW00830MW621154B1                              1                              1                              1                              1                              1                              1                              MMC15-Mar-1998
MW00856MW622243A1                              1                              1                              2HAD DIFFICULTY ON SPECIFICS   2ANSWERED EVERYTHING THE SAME  2SEEMED TO LACK UNDERSTANDING  1                              JBG15-May-1998
MW00863MW632254B1                              1                              1                              1                              1                              1                              1                              HLA15-May-1998
MW00874MW611323A1                              1                              1                              3CHILD DID NOT UNDERSTAND TASK 1                              2CONTRADICTED SELF, HAD TROUBLE1                              MMC15-Jun-1999
MW00889MW611155A1                              1                              1                              1                              1                              1                              1                              KS 15-Oct-1999
MW00891MW632254A1                              1                              1                              2RESEARCHER DID NOT GIVE REASON1                              1                              1                              MRP15-Apr-1998
MW00902MW611133A1                              1                              1                              3DIDN'T UNDERSTAND DIRECTIONS  1                              3DIDN'T UNDERSTAND DIRECTIONS  1                              EW 15-Nov-2000
MW00947MW631245A1                              1                              1                              1                              1                              1                              1                              MMC15-Aug-1998
MW00951MW622244A1                              2DID RANDOM, DID NOT CHECK WORK1                              1                              1                              1                              1                              MRP15-Feb-1998
MW00968MW611155A1                              1                              1                              1                              1                              1                              1                              JBG15-Nov-1998
